City Name,Lat,Lng,Max Temp,Humidity,Clouds,Wind,Country,Date
richards bay,-28.783,32.0377,64.08,62,100,17.67,ZA,1628810883
atambua,-9.1061,124.8925,72.97,76,52,4.92,ID,1628810884
port-cartier,50.0334,-66.8654,64.92,98,94,4.09,CA,1628810884
sitio novo do tocantins,-5.5183,-47.4611,88.18,32,77,3.22,BR,1628810884
batagay,67.6333,134.6333,63.93,63,93,5.17,RU,1628810885
lerwick,60.1545,-1.1494,57.2,86,89,18.34,GB,1628810885
whitley bay,55.0397,-1.4471,60.82,79,0,6.91,GB,1628810885
suluq,31.6682,20.2521,80.78,69,0,15.41,LY,1628810886
paamiut,61.994,-49.6678,43.39,85,84,3.44,GL,1628810886
fairbanks,64.8378,-147.7164,62.56,68,20,5.75,US,1628810732
meulaboh,4.1363,96.1285,75.18,89,99,5.19,ID,1628810887
mount pleasant,32.7941,-79.8626,89.06,72,1,1.01,US,1628810665
rio grande,-32.035,-52.0986,49.95,79,52,9.4,BR,1628810652
ikongo,-21.8833,47.4333,61.57,77,0,3.49,MG,1628810887
sembakung,3.8167,117.25,76.93,98,100,1.7,ID,1628810888
pangai,-19.8,-174.35,73.51,68,75,9.22,TO,1628810888
broken hill,-31.95,141.4333,49.71,76,1,5.75,AU,1628810888
orikum,40.3253,19.4714,81.43,51,0,6.22,AL,1628810889
ostrovnoy,68.0531,39.5131,60.58,67,93,6.55,RU,1628810892
walvis bay,-22.9575,14.5053,53.1,71,2,2.3,NA,1628810892
padang,-0.9492,100.3543,75.25,87,84,3.96,ID,1628810893
ngong,-1.3618,36.6566,57.78,80,72,2.89,KE,1628810893
santa fe,-31.6333,-60.7,55.0,58,44,1.99,AR,1628810658
rameswaram,9.2833,79.3,82.8,76,100,6.93,IN,1628810894
amahai,-3.3333,128.9167,78.53,87,42,4.56,ID,1628810894
launceston,-41.45,147.1667,52.81,88,75,4.0,AU,1628810895
mandalgovi,45.7625,106.2708,63.23,55,28,5.01,MN,1628810895
mujiayingzi,42.1167,118.7833,60.8,92,100,3.31,CN,1628810895
zhangjiakou,40.81,114.8794,66.45,83,3,1.12,CN,1628810896
coquimbo,-29.9533,-71.3436,51.53,76,0,6.91,CL,1628810649
kysyl-syr,63.8986,122.7617,67.62,56,45,4.43,RU,1628810896
rundu,-17.9333,19.7667,58.64,23,0,2.77,NA,1628810897
coos bay,43.3665,-124.2179,104.85,82,1,12.66,US,1628810897
businga,3.3333,20.8833,69.53,99,98,1.12,CD,1628810898
cumana,10.4635,-64.1775,84.29,87,59,12.71,VE,1628810898
flin flon,54.7682,-101.865,62.44,39,75,16.11,CA,1628810898
bengkulu,-3.8004,102.2655,72.55,86,99,4.43,ID,1628810899
mega,4.05,38.3,63.32,57,82,11.1,ET,1628810899
ulladulla,-35.35,150.4667,57.87,58,1,3.76,AU,1628810900
mongo,12.1844,18.693,73.63,90,100,5.03,TD,1628810900
majene,-3.5403,118.9707,77.41,89,72,10.8,ID,1628810900
saldanha,-33.0117,17.9442,44.65,68,0,18.21,ZA,1628810901
cervo,43.6702,-7.4101,63.97,91,10,5.44,ES,1628810901
puerto narino,-3.7703,-70.3831,75.4,92,80,2.86,CO,1628810902
north platte,41.1239,-100.7654,84.09,30,1,16.11,US,1628810902
rocha,-34.4833,-54.3333,40.73,92,3,3.65,UY,1628810606
auchel,50.5034,2.4735,64.22,85,44,4.56,FR,1628810902
jamame,0.0722,42.7506,74.57,87,6,12.82,SO,1628810903
prince rupert,54.3161,-130.3201,73.49,72,1,14.97,CA,1628810903
sulangan,11.1373,123.7228,82.94,74,58,5.53,PH,1628810904
imeni poliny osipenko,52.4201,136.4853,63.43,74,3,5.97,RU,1628810904
longyearbyen,78.2186,15.6401,42.64,93,90,11.5,SJ,1628810905
horadiz,39.4488,47.3353,70.57,36,66,5.95,AZ,1628810905
wanaka,-44.7,169.15,44.22,82,44,1.97,NZ,1628810905
oranjemund,-28.55,16.4333,52.54,76,0,21.85,NA,1628810906
kangasala,61.4638,24.076,55.94,73,100,5.68,FI,1628810906
comandau,45.7667,26.2667,56.3,85,15,3.78,RO,1628810906
sept-iles,50.2001,-66.3821,65.25,95,90,3.0,CA,1628810907
qobustan,40.0824,49.412,77.11,41,89,3.6,AZ,1628810907
marsaxlokk,35.8419,14.5431,85.08,78,0,3.44,MT,1628810908
springbok,-29.6643,17.8865,38.16,82,2,6.85,ZA,1628810908
mathbaria,22.2876,89.9593,81.18,89,100,9.46,BD,1628810909
antalaha,-14.9003,50.2788,66.13,89,6,6.04,MG,1628810912
muros,42.7762,-9.0603,68.23,86,6,8.63,ES,1628810912
klaksvik,62.2266,-6.589,54.52,91,100,14.38,FO,1628810913
gidole,5.65,37.3667,59.49,73,80,2.01,ET,1628810913
escanaba,45.7453,-87.0646,81.21,52,1,13.8,US,1628810722
chifeng,42.2683,118.9636,61.41,91,95,4.94,CN,1628810913
skibbereen,51.55,-9.2667,55.2,69,51,18.05,IE,1628810914
malangwa,26.8568,85.5581,78.57,91,100,4.16,NP,1628810914
auki,-8.7676,160.7034,75.33,93,99,5.73,SB,1628810915
gaillac,43.9016,1.8969,77.95,74,42,10.07,FR,1628810915
santa clara,22.4,-79.9667,84.97,74,40,12.66,CU,1628810915
jumla,29.2747,82.1838,62.08,98,99,1.88,NP,1628810916
tautira,-17.7333,-149.15,84.22,69,27,11.83,PF,1628810916
santo domingo,18.5001,-69.9886,80.28,89,75,1.99,DO,1628810917
vallenar,-28.5708,-70.7581,56.48,60,0,3.29,CL,1628810917
mecca,21.4267,39.8261,91.35,25,74,5.19,SA,1628810917
caluquembe,-13.7833,14.6833,57.92,44,0,3.15,AO,1628810918
salamiyah,35.0113,37.0532,76.84,57,1,8.25,SY,1628810918
yenagoa,4.9247,6.2642,73.63,93,65,3.62,NG,1628810919
at-bashi,41.1702,75.8106,52.47,64,11,0.78,KG,1628810919
berbera,10.4396,45.0143,91.0,46,9,3.65,SO,1628810919
yanam,16.7333,82.2167,81.39,82,100,2.24,IN,1628810920
wadi maliz,36.4681,8.5495,80.26,15,10,2.75,TN,1628810920
luwuk,-0.9516,122.7875,78.15,85,58,5.21,ID,1628810921
luchegorsk,46.4764,134.2569,64.71,67,24,3.29,RU,1628810921
lakatoro,-16.0999,167.4164,77.34,73,24,18.32,VU,1628810921
dubuque,42.4833,-90.8668,84.65,77,1,9.22,US,1628810922
pringsewu,-5.3582,104.9744,71.17,92,99,2.37,ID,1628810922
bukama,-9.2,25.85,70.61,29,0,1.32,CD,1628810922
bonavista,48.6499,-53.1147,62.6,82,100,13.29,CA,1628810923
yerofey pavlovich,53.9667,121.9667,61.86,67,46,0.43,RU,1628810923
burnie,-41.0667,145.9167,52.02,76,44,16.51,AU,1628810924
vernon,50.2581,-119.2691,95.13,20,0,5.82,CA,1628810892
kingston,17.997,-76.7936,83.35,82,20,1.01,JM,1628810676
churapcha,62.0025,132.4325,71.46,63,8,4.47,RU,1628810924
kazachinskoye,57.6953,93.2761,57.47,99,46,3.47,RU,1628810925
tilichiki,60.4667,166.1,62.28,62,75,5.53,RU,1628810925
thaba-tseka,-29.522,28.6084,31.68,87,27,4.65,LS,1628810925
sioux lookout,50.1001,-91.917,57.58,67,90,12.66,CA,1628810926
kangaatsiaq,68.3065,-53.4641,47.41,73,99,7.9,GL,1628810926
karratha,-20.7377,116.8463,61.27,28,0,13.4,AU,1628810927
salinas,36.6777,-121.6555,95.56,52,1,6.91,US,1628810927
rivadavia,-33.1905,-68.4608,54.07,35,2,5.48,AR,1628810927
markova,48.6758,24.4138,54.81,79,38,4.12,UA,1628810928
le vauclin,14.5452,-60.8388,82.45,78,40,10.36,MQ,1628810928
gafargaon,24.4333,90.5667,82.38,91,100,7.78,BD,1628810928
port hardy,50.6996,-127.4199,69.98,68,20,5.75,CA,1628810929
sooke,48.3746,-123.7276,98.58,37,43,10.36,CA,1628810889
khorramabad,33.4878,48.3558,79.81,21,0,2.55,IR,1628810932
shimoda,34.6667,138.95,79.16,88,100,17.45,JP,1628810933
gogrial,8.5332,28.1004,71.96,92,69,2.62,SS,1628810933
ossora,59.2353,163.0719,64.83,59,38,6.71,RU,1628810934
vila franca do campo,37.7167,-25.4333,73.81,84,26,10.04,PT,1628810934
anadyr,64.75,177.4833,46.9,81,40,11.18,RU,1628810934
cap malheureux,-19.9842,57.6142,72.09,84,23,1.99,MU,1628810935
honningsvag,70.9821,25.9704,50.94,87,99,3.15,NO,1628810935
rapid city,44.0805,-103.231,82.45,30,1,3.0,US,1628810706
tomatlan,19.9333,-105.25,84.79,70,28,5.64,MX,1628810936
santa maria,-29.6842,-53.8069,47.5,87,20,4.61,BR,1628810936
puro,12.4841,123.3827,81.45,80,44,2.68,PH,1628810936
susanville,40.4163,-120.653,101.08,12,1,1.99,US,1628810848
harper,4.375,-7.7169,76.98,79,100,12.77,LR,1628810937
la rioja,42.25,-2.5,70.05,86,1,3.67,ES,1628810771
jiayuguan,39.8167,98.3,67.98,34,0,3.58,CN,1628810937
umm lajj,25.0213,37.2685,88.63,48,0,9.1,SA,1628810938
cabedelo,-6.9811,-34.8339,74.07,79,9,12.8,BR,1628810938
silver city,32.7701,-108.2803,84.16,52,1,8.01,US,1628810939
gladstone,-23.85,151.25,69.73,68,0,5.75,AU,1628810939
luderitz,-26.6481,15.1594,54.72,66,2,23.91,NA,1628810939
acarau,-2.8856,-40.12,79.23,84,16,17.07,BR,1628810940
boffa,10.1667,-14.0333,76.28,94,100,3.02,GN,1628810940
khandyga,62.6667,135.6,69.73,58,12,2.55,RU,1628810940
goderich,43.7501,-81.7165,81.91,69,60,8.05,CA,1628810888
muroto,33.2833,134.15,80.64,87,100,21.52,JP,1628810941
miles city,46.4083,-105.8406,83.52,25,90,6.91,US,1628810941
ginir,7.1333,40.7,61.14,68,67,9.37,ET,1628810942
herat,34.5,62.0,75.02,20,0,12.01,AF,1628810942
brae,60.3964,-1.353,57.11,86,91,14.74,GB,1628810942
pong,19.1493,100.2752,74.19,99,95,2.66,TH,1628810943
ialibu,-6.2821,143.9935,62.96,79,74,1.12,PG,1628810943
korsakov,46.6328,142.7813,62.44,75,0,0.27,RU,1628810944
keflavik,64.0049,-22.5624,55.53,93,0,14.97,IS,1628810944
linjiang,41.8069,126.9078,64.47,97,90,0.58,CN,1628810944
waitati,-45.75,170.5667,53.8,52,6,3.15,NZ,1628810945
nantucket,41.2835,-70.0995,80.96,89,1,14.97,US,1628810945
rosario oeste,-14.8361,-56.4275,75.02,43,63,5.03,BR,1628810945
damaturu,11.747,11.9608,70.32,93,100,5.06,NG,1628810946
manaure,11.7751,-72.4445,88.61,57,69,18.95,CO,1628810781
daru,-9.0763,143.2092,78.01,89,48,13.62,PG,1628810947
palauig,15.435,119.9045,80.89,79,100,3.47,PH,1628810947
camargo,27.6667,-105.1667,88.02,28,94,12.44,MX,1628810948
iranshahr,27.2025,60.6848,91.56,41,18,1.9,IR,1628810948
the pas,53.8251,-101.2541,62.62,42,40,13.13,CA,1628810948
pecos,31.4229,-103.4932,94.03,42,1,8.05,US,1628810949
kitimat,54.0524,-128.6534,88.92,45,0,3.13,CA,1628810949
general roca,-39.0333,-67.5833,55.8,36,0,11.05,AR,1628810950
beloha,-25.1667,45.05,61.02,91,0,4.54,MG,1628810950
buraydah,26.326,43.975,97.25,12,52,9.53,SA,1628810953
esmeraldas,-19.7625,-44.3139,68.86,37,25,10.83,BR,1628810954
berekum,7.4534,-2.584,69.96,97,93,6.96,GH,1628810954
boyuibe,-20.4167,-63.2833,64.31,41,38,4.23,BO,1628810954
hit,33.6416,42.8251,94.55,21,0,10.69,IQ,1628810955
bilibino,68.0546,166.4372,64.06,44,100,4.56,RU,1628810955
buta,2.7858,24.73,69.6,98,97,2.04,CD,1628810956
bria,6.5423,21.9863,68.2,97,93,2.64,CF,1628810956
